listing,price,serial,condition,weight,stock
Gibson Les Paul Recording Ebony 1974,"$8,495.00",Serial #301268,VINTAGE,Weight: 10lbs 12oz,In Stock!
Eastman D'Ambrosio Offset '63 Phoenix Pine 3-Tone Sunburst w/Lollar Goldfoil Pickups,"$3,999.00",Serial #24072,NEW,Weight: 7lbs 8oz,In Stock!
Dunable DE Yeti Swamp Ash Matte Black,"$1,399.00",,NEW,,In Stock!
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Journeyman Relic Black,"$4,875.00",Serial #XN5156,NEW,Weight: 7lbs 7oz,In Stock!
Jackson Pro Series Signature Jeff Loomis Soloist SL7 HT Black Ash,"$1,789.99",,NEW,,In Stock!
Rock n Roll Relics Revenge Old Growth Flame Maple Top Dirty Lemon w/Old Growth Brazilian Rosewood Fingerboard,"$6,500.00",Serial #241718,NEW,Weight: 7lbs 10oz,In Stock!
PRS SE Hollowbody Standard Dog Hair Smokeburst,"$1,029.00",,NEW,,In Stock!
PRS SE CE 24 Standard Satin Ice Blue Metallic,$499.00,,NEW,,In Stock!
PRS SE CE 24 Standard Satin Metallic Silver,$499.00,,NEW,,In Stock!
PRS SE CE 24 Standard Satin Metallic Gold,$499.00,,NEW,,In Stock!
PRS SE Custom 24 Semi-Hollow Piezo Vintage Sunburst,"$1,599.00",,NEW,,In Stock!
PRS SE Custom 24 Semi-Hollow Piezo Lake Blue,"$1,599.00",,NEW,,In Stock!
PRS SE Custom 24-08 Charcoal Cherry Burst,$949.00,,NEW,,In Stock!
Gibson ES-330TC Cherry 1963,"$5,995.00",Serial #75271,VINTAGE,Weight: 5lbs 10oz,In Stock!
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Relic Candy Apple Red,"$5,025.00",Serial #XN4936,NEW,Weight: 7lbs 10oz,In Stock!
Fender Custom Shop '56 Stratocaster Journeyman Relic Aged White Blonde,"$5,050.00",Serial #CZ578087,NEW,Weight: 7lbs 3oz,In Stock!
PRS SE Custom 24-08 Quilt Charcoal Cherry Burst,"$1,029.00",,NEW,,In Stock!
PRS SE Custom 24 Charcoal Cherry Burst,$849.00,,NEW,,In Stock!
PRS SE Silver Sky Maple LEFTY John Mayer Nylon Blue,$849.00,,NEW,,In Stock!
PRS SE Silver Sky Maple LEFTY John Mayer Overland Gray,$849.00,,NEW,,In Stock!
PRS SE Silver Sky LEFTY John Mayer Storm Gray,$849.00,,NEW,,In Stock!
Suhr Custom Classic S SSS Silver Sparkle Drip w/Roasted Maple Neck,"$4,399.00",Serial #80736,USED,Weight: 8lbs 1oz,In Stock!
PRS Wood Library McCarty 594 10-Top Quilt Red Tiger w/Figured Stained Maple Neck & Cocobolo Fingerboard,"$6,280.00",Serial #0384668,DEMO,Weight: 8lbs,In Stock!
Gibson Original Les Paul Standard '50s Faded Vintage Tobacco Burst,"$2,299.00",Serial #204450256,NEW,Weight: 8lbs 8oz,In Stock!
Gibson Original Les Paul Standard '60s Mahogany Top TV Yellow,"$2,799.00",Serial #234140053,NEW,Weight: 8lbs 13oz,In Stock!
Gibson Original ES-330 Sixties Cherry,"$3,499.00",Serial #234740261,NEW,Weight: 6lbs 6oz,In Stock!
Gibson Original ES-330 Antique Natural,"$3,499.00",Serial #206350258,NEW,Weight: 6lbs 4oz,In Stock!
Epiphone Inspired by Gibson Artist Joe Bonamassa 1955 Les Paul Standard Copper Iridescent,$849.00,,NEW,,Pre-Order
Fender Custom Shop 1966 Jaguar Heavy Relic Super Aged India Ivory,"$7,120.00",Serial #R135953,NEW,Weight: 8lbs 12oz,In Stock!
Supro Lexington Sunburst 1960s,"$1,095.00",,VINTAGE,Weight: 8lbs 2oz,In Stock!
Ibanez MGFM10OBL Manuel Gardner Fernandes Signature Obsidian Black Low Gloss,"$1,399.99",,NEW,,In Stock!
Fender Custom Shop 1960 Stratocaster Heavy Relic Heavy Aged Lake Placid Blue Master Built by Jason Smith,"$9,425.00",Serial #R135449,NEW,Weight: 7lbs 12oz,In Stock!
Reverend Sensei RA FM Coffee Burst,"$1,299.00",,NEW,,In Stock!
Reverend Kingbolt RA FM Coffee Burst,"$1,499.00",,NEW,,In Stock!
Reverend Greg Koch Gristle ST 3-Tone Burst,"$1,799.00",,NEW,,In Stock!
Reverend Greg Koch Gristle ST Blucifer,"$1,799.00",,NEW,,In Stock!
Reverend Greg Koch Gristle ST Avocado Burst,"$1,799.00",,NEW,,In Stock!
Gibson Les Paul Studio Wine Red,"$1,599.00",,NEW,,In Stock!
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Journeyman Relic Wide Fade 2-Color Sunburst,"$4,875.00",Serial #XN5042,NEW,Weight: 7lbs 4oz,In Stock!
PRS Wood Library McCarty 594 Singlecut 10-Top Quilt Faded Whale Blue w/Korina Body/Neck & Brazilian Rosewood Fingerboard,"$5,760.00",Serial #0391771,NEW,Weight: 9lbs 13oz,In Stock!
Fender Custom Shop Limited Edition Hardtail 1954 Stratocaster Deluxe Closet Classic Copper,"$4,800.00",,NEW,Weight: 6lbs 15oz,In Stock!
"Gibson Custom Shop 1964 Trini Lopez Reissue ""CME Spec"" White Sparkle VOS","$7,999.00",Serial #140620,USED,Weight: 8lbs 13oz,In Stock!
Harmony Silhouette Pelham Blue,"$1,499.00",,NEW,,In Stock!
Nash S-63 Aztec Gold Medium Relic,"$2,795.00",Serial #CHI704,NEW,Weight: 7lbs 13oz,In Stock!
PRS Private Stock #11768 Custom 24 Poplar Burl/African Mahogany Laguna Glow w/Flamed Mahogany Neck & Hormigo Fingerboard,"$15,305.00",,NEW,,Pre-Order
PRS Private Stock #11767 Paul's Guitar Curly Maple/African Mahogany Rainforest Glow w/Stained Neck/Fingerboard & Birds of a Feather Inlay,"$13,955.00",Serial #0406986,NEW,Weight: 7lbs 7oz,In Stock!
PRS Private Stock #11766 Paul's Guitar Curly Maple/Figured South American Mahogany Turquoise Glow w/Brazilian Rosewood Neck & Semi-Hollow Body/No F-Hole,"$14,580.00",Serial #0406466,NEW,Weight: 7lbs 6oz,In Stock!
PRS Private Stock #11764 McCarty Buckeye Burl/African Mahogany Natural Burst w/Brazilian Rosewood Fingerboard & Figured Mahogany Neck,"$14,095.00",,NEW,,Pre-Order
PRS Private Stock #11763 Santana Curly Maple/Swamp Ash Raspberry Lemon w/Stained Curly Maple Neck & Fingerboard,"$13,915.00",,NEW,,Pre-Order
PRS Private Stock #11761 McCarty 594 Tremolo One-Piece Quilted Maple/Swamp Ash Blood Orange Glow w/Stained Neck/Fingerboard & Birds of a Feather Inlay,"$15,910.00",Serial #0403309,NEW,Weight: 8lbs 2oz,In Stock!
PRS Private Stock #11760 Custom 24 Spalted Maple/Black Limba Fire Red Fade w/Stained Curly Maple Fingerboard,"$15,560.00",Serial #0402262,NEW,Weight: 7lbs 12oz,In Stock!
PRS Private Stock #11758 Custom 24 Pale Moon Ebony/Swamp Ash Natural w/Pale Moon Ebony Neck & Ebony Binding,"$16,145.00",Serial #0400589,NEW,Weight: 7lbs 15oz,In Stock!
PRS Private Stock #11762 DGT Quilted Maple/African Mahogany Zombie Fade w/Stained Curly Maple Inlays & Tuners,"$12,950.00",Serial #0403834,NEW,Weight: 8lbs 12oz,In Stock!
"PRS Private Stock #11755 McCarty 594 Curly Maple/African Mahogany Sandstorm w/Hormigo Neck, Binding, Inlays, Rings, & Backplate","$13,730.00",Serial #0398091,NEW,Weight: 8lbs 14oz,In Stock!
Nash S-57 Sonic Blue Light Relic,"$2,795.00",Serial #CHI700,NEW,Weight: 7lbs 12oz,In Stock!
Nash S-63 3 Tone Burst Medium Relic,"$2,795.00",Serial #CHI694,NEW,Weight: 7lbs 12oz,In Stock!
Kauer Gripen Standard Ultra Violet w/Wolfetone Kauerbuckers,"$4,050.00",Serial #070,USED,Weight: 5lbs 14oz,In Stock!
Sterling by Music Man Intro Series Cutlass CT20 Electric Guitar Electric Blue,$199.99,,NEW,,In Stock!
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Deluxe Closet Classic Aztec Gold,"$4,750.00",Serial #XN4770,NEW,Weight: 7lbs 13oz,In Stock!
Reverend Descent RA Baritone Army Green LEFTY,"$1,249.00",,NEW,,In Stock!
Reverend Pete Anderson Eastsider S Outfield Ivy,"$1,199.00",,NEW,,In Stock!
Fender Custom Shop Postmodern Stratocaster Journeyman Relic Aged Surf Green,"$5,100.00",Serial #XN17303,NEW,Weight: 7lbs 11oz,In Stock!
Squier Classic Vibe '60s Custom Esquire Dakota Red,$459.99,,NEW,,In Stock!
Kramer Original Jersey Star Black Pearl,"$1,299.00",,NEW,,In Stock!
Nash S-57 Desert Sand Heavy Relic,"$2,795.00",Serial #CHI693,NEW,Weight: 7lbs 15oz,In Stock!
Castedosa Conchers Standard Aged Surf Burst Sparkle w/TS JM Pickups,"$8,590.00",Serial #287,NEW,Weight: 8lbs 10oz,In Stock!
Jackson American Series Virtuoso HT Snow White,"$2,049.99",,NEW,,In Stock!
PRS NF 53 Blue Matteo,"$2,899.00",Serial #0390313,DEMO,Weight: 6lbs 10oz,In Stock!
Jackson Custom Shop 1982 Dinky Nitro Pristine Black,"$5,599.99",Serial #XN17617,NEW,Weight: 8lbs 4oz,In Stock!
"Fender Custom Shop 1959 Jazzmaster ""Chicago Special"" Journeyman Relic Super Faded Aged Blue Sparkle","$5,805.00",Serial #R135845,NEW,Weight: 8lbs 10oz,In Stock!
LSL Custom Saticoy HSS Medium Age Nitro Iced Tea Burst,"$3,998.00",Serial #6430,NEW,Weight: 7lbs 4oz,In Stock!
Fender Custom Shop Toronado Relic Fluorescent Yellow Master Built by Levi Perry,"$10,200.00",Serial #XN17617,NEW,Weight: 8lbs 6oz,In Stock!
Fender Custom Shop '50s Telecaster NOS Tobacco Sunburst Master Built by Jason Smith w/Knotty Pine Top,"$8,750.00",Serial #JS0682,NEW,Weight: 7lbs 1oz,In Stock!
Vega Early Electric Natural 1940s,"$2,295.00",Serial #Y491634,USED,Weight: 5lbs 10oz,In Stock!
Ibanez RG550EB RG Genesis Collection Electric Guitar Electric Blue,"$1,149.99",,NEW,,In Stock!
Ibanez RG550BK RG Genesis Collection Electric Guitar Black,"$1,149.99",,NEW,,In Stock!
Ibanez TOD10MM Tim Henson Signature 6-string Electric Guitar,"$1,599.99",,NEW,,In Stock!
Ibanez PM3CBKL Pat Metheny Signature Electric Guitar Black Low Gloss,"$1,699.99",,NEW,,In Stock!
Ibanez TOD70 Tim Henson Signature 7-string Electric Guitar,"$1,799.99",,NEW,,In Stock!
Ibanez Q547PBCOL Q Standard 7-string Electric Guitar Cosmic Blue Low Gloss,"$1,299.99",,NEW,,In Stock!
Ibanez FRM350BK Paul Gilbert Signature Electric Guitar Black,"$1,399.99",,NEW,,In Stock!
PJD St. John Standard Aubergine,"$1,689.00",,NEW,,In Stock!
PJD Woodford Standard Plus Firemist Gold w/Tremolo,"$1,889.00",,NEW,,In Stock!
Epiphone Artist Dave Grohl DG-335 Pelham Blue,"$1,170.00",Serial #24031511222,USED,Weight: 7lbs 15oz,In Stock!
Nash JG-63 Ash Mary Kaye Medium Relic,"$2,957.00",Serial #CHI671,NEW,Weight: 8lbs 12oz,In Stock!
Fender Custom Shop Limited Edition 70th Anniversary Stratocaster NOS with Gold Hardware Bright Sapphire Metallic,"$4,700.00",,NEW,Weight: 8lbs,In Stock!
Kauer Banshee Deluxe Jungle Water w/Wolfetone Kauerbuckers,"$4,900.00",Serial #748,USED,Weight: 7lbs 8oz,In Stock!
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" Deluxe Closet Classic Faded/Aged Desert Sand w/Tahitian Coral Burst","$4,416.00",Serial #R134518,NEW,Weight: 8lbs 5oz,In Stock!
"Fender Custom Shop 1960 Stratocaster ""Chicago Special"" Deluxe Closet Classic Super Aged Silverburst Sparkle","$4,700.50",Serial #R134613,NEW,Weight: 8lbs 2oz,In Stock!
Fender Player II Stratocaster Polar White,$839.99,,NEW,,In Stock!
Fano Alt de Facto PX6 Cadillac Green Light Distress w/Lollar Pickups,"$4,810.00",Serial #240626,NEW,Weight: 8lbs 10oz,In Stock!
Fender Custom Shop Limited Edition Fat '54 Stratocaster Relic with Closet Classic Hardware Aged Black,"$5,025.00",,NEW,Weight: 7lbs 13oz,In Stock!
Fender Player II Jazzmaster Birch Green,$869.99,,NEW,,In Stock!
Fender Player II Jazzmaster Coral Red,$869.99,,NEW,,In Stock!
Fender Player II Jazzmaster Aquatone Blue,$869.99,,NEW,,In Stock!
Fender Player II Telecaster HH Aquatone Blue,$869.99,,NEW,,In Stock!
Fender Player II Telecaster Mocha,$944.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS 3-Color Sunburst,$869.99,,NEW,,In Stock!
Fender Player II Telecaster Birch Green,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS Aquatone Blue,$869.99,,NEW,,In Stock!
Fender Player II Telecaster Black,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster Transparent Mocha Burst,$944.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS White Blonde,$979.99,,NEW,,In Stock!
Fender Player II Jazzmaster Black,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS Coral Red,$869.99,,NEW,,In Stock!
Fender Player II Telecaster Aquatone Blue,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster Hialeah Yellow,$839.99,,NEW,,In Stock!
Fender Player II Mustang Birch Green,$839.99,,NEW,,In Stock!
Fender Player II Telecaster Transparent Cherry,$944.99,,NEW,,In Stock!
Fender Player II Mustang Hialeah Yellow,$839.99,,NEW,,In Stock!
Fender Player II Telecaster White Blonde,$944.99,,NEW,,In Stock!
Fender Player II Mustang Aquatone Blue,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster Aquatone Blue,$839.99,,NEW,,In Stock!
Fender Player II Telecaster Polar White,$839.99,,NEW,,In Stock!
Fender Player II Mustang Black,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster Polar White LEFTY,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster Transparent Cherry Burst,$944.99,,NEW,,In Stock!
Fender Player II Jaguar Coral Red,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster White Blonde,$944.99,,NEW,,In Stock!
Fender Player II Jaguar Aquatone Blue,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster Aquatone Blue LEFTY,$839.99,,NEW,,In Stock!
Fender Player II Telecaster Hialeah Yellow LEFTY,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster 3-Color Sunburst LEFTY,$839.99,,NEW,,In Stock!
Fender Player II Jaguar Polar White,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS Hialeah Yellow,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster Birch Green,$839.99,,NEW,,In Stock!
Fender Player II Jaguar Hialeah Yellow,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster Coral Red,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS Transparent Mocha Burst,$979.99,,NEW,,In Stock!
Fender Player II Telecaster Polar White LEFTY,$839.99,,NEW,,In Stock!
Fender Player II Jaguar 3-Color Sunburst,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster Black,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS Transparent Cherry Burst,$979.99,,NEW,,In Stock!
Fender Player II Telecaster HH Hialeah Yellow,$869.99,,NEW,,In Stock!
Fender Player II Stratocaster 3-Color Sunburst,$839.99,,NEW,,In Stock!
Fender Player II Stratocaster HSS Black,$869.99,,NEW,,In Stock!
Fender Player II Telecaster HH Coral Red,$869.99,,NEW,,In Stock!
Jackson Custom Shop Special Edition King V Trans Black Burst w/Quilted Maple Top,"$6,499.99",Serial #J10498,NEW,Weight: 7lbs 14oz,In Stock!
Gretsch Custom Shop G6128-55 1955 Duo Jet Deluxe Closet Classic w/Granadillo Top Natural Master Built by Gonzalo Madrigal,"$7,550.00",Serial #UC24063731,NEW,Weight: 8lbs 10oz,In Stock!
Gibson Custom Shop Murphy Lab 1963 Firebird V Cardinal Red Light Aged w/Maestro Vibrola,"$8,799.00",Serial #403083,USED,Weight: 8lbs 6oz,In Stock!
Squier Affinity Series Stratocaster Mustang Micro Pack Black,$545.99,,NEW,,In Stock!
EVH Limited Edition Frankenstein Relic Series Blueburst,"$1,549.99",,NEW,,In Stock!
Squier Affinity Series Jaguar Mystic Metallic Brown,$377.99,,NEW,,In Stock!
Squier Affinity Series Jaguar 3-Color Sunburst,$377.99,,NEW,,In Stock!
Squier Affinity Series Telecaster Thinline Olympic White,$377.99,,NEW,,In Stock!
Squier Affinity Series Telecaster FMT SH Crimson Red Transparent,$367.99,,NEW,,In Stock!
Squier Affinity Series Stratocaster Junior HSS 3-Color Sunburst,$304.99,,NEW,,In Stock!
Squier Affinity Series Starcaster Deluxe Sienna Sunburst,$439.99,,NEW,,In Stock!
Squier Affinity Series Starcaster Deluxe Olympic White,$439.99,,NEW,,In Stock!
Squier Limited Edition Paranormal Offset Telecaster SJ Olympic White,$449.00,,NEW,,In Stock!
Fender Custom Shop Postmodern Stratocaster Journeyman Relic Aged Natural,"$5,250.00",Serial #XN17323,NEW,Weight: 7lbs 8oz,In Stock!
"Fender Custom Shop 1952 Telecaster ""Chicago Special"" Deluxe Closet Classic Super Aged Silverburst Sparkle","$4,896.00",Serial #R137056,NEW,Weight: 7lbs 3oz,In Stock!
PRS SE NF3 Pearl White,$799.00,,NEW,,In Stock!
PRS SE NF3 Ice Blue Metallic,$799.00,,NEW,,In Stock!
PRS SE NF3 Metallic Orange,$799.00,,NEW,,In Stock!
PRS SE NF3 Metallic Orange Maple Fingerboard,$799.00,,NEW,,In Stock!
PRS SE NF3 Ice Blue Metallic Maple Fingerboard,$799.00,,NEW,,In Stock!
PRS SE NF3 Gun Metal Grey,$799.00,,NEW,,In Stock!
Fender Artist Susan Tedeschi Telecaster Aged Caribbean Mist,"$1,999.99",,NEW,,In Stock!
PRS Wood Library McCarty 594 10-Top Quilt Autumn Sky w/Figured Stained Maple Neck & Cocobolo Fingerboard,"$6,280.00",Serial #0384665,NEW,Weight: 8lbs,In Stock!
Mayones Duvell Elite 6 Flamed Maple 4A/Black Limba Black Feather,"$5,169.00",Serial #DF2402638,NEW,Weight: 7lbs 3oz,In Stock!
PRS Wood Library Custom 24 Fat Back 10-Top Flame Red Tiger w/Figured Stained Neck & African Blackwood Fingerboard,"$5,850.00",Serial #0380246,DEMO,Weight: 8lbs 3oz,In Stock!
Nash T-52 Ash Salmon Light Relic,"$2,633.00",Serial #CHI666,NEW,Weight: 7lbs 4oz,In Stock!
Nash JM-63 Inca Silver Medium Relic,"$2,957.00",Serial #CHI651,NEW,Weight: 8lbs 4oz,In Stock!
Nash S-57 Ash Salmon Light Relic,"$2,795.00",Serial #CHI652,NEW,Weight: 7lbs 9oz,In Stock!
Fender Custom Shop Limited Edition '54 Hardtail Stratocaster Deluxe Closet Classic with Gold Hardware India Ivory,"$4,825.00",,NEW,Weight: 7lbs 4oz,In Stock!
PRS McCarty 594 10 Top Black Gold Wraparound Burst,"$3,650.00",Serial #0384699,DEMO,Weight: 7lbs 14oz,In Stock!
Ibanez TQM2CUF Tom Quayle Signature Electric Guitar Charcol Black Burst Flat,"$3,199.99",Serial #210001F2422682,NEW,Weight: 7lbs 6oz,In Stock!
Ibanez AZ2204NWGRM Prestige Electric Guitar Gray Metallic,"$2,199.99",,NEW,,In Stock!
Reverend Jetstream RB Avocado,"$1,099.00",,NEW,,In Stock!
Reverend Jetstream RB Deep Sea Blue,"$1,099.00",,NEW,,In Stock!
Reverend Jetstream RB Transparent White,"$1,099.00",,NEW,,In Stock!
Fender x Loog Stratocaster Sea Foam Green,$229.00,,NEW,,In Stock!
Fender x Loog Telecaster Black,$229.00,,NEW,,In Stock!
Fender x Loog Telecaster Candy Apple Red,$229.00,,NEW,,In Stock!
Fender x Loog Stratocaster Candy Apple Red,$229.00,,NEW,,In Stock!
PRS S2 McCarty 594 Singlecut Lake Blue,"$2,399.00",Serial #S2073591,DEMO,Weight: 9lbs,In Stock!
Epiphone USA Coronet Ebony,"$1,799.00",,NEW,,In Stock!
Epiphone USA Coronet Vintage Cherry,"$1,799.00",,NEW,,In Stock!
Ibanez AZ2204NPBM Prestige Electric Guitar Prussian Blue Metallic,"$2,199.99",,NEW,,In Stock!
Kauer Banshee Deluxe Warm Lemon Burst w/Wolfetone Kauerbuckers,"$4,900.00",Serial #731,USED,Weight: 7lbs 10oz,In Stock!
PRS Wood Library Custom 24 Piezo 10-Top Quilt Jade w/Brazilian Rosewood Fingerboard,"$6,020.00",Serial #0381478,NEW,Weight: 8lbs 3oz,In Stock!
Chapman Ghost Fret Classic Manhattan Black,"$1,349.00",,NEW,,In Stock!
Chapman Chris Robertson Signature SAR63 Stone White,"$1,599.00",,NEW,,In Stock!
Chapman Peter Honore Signature DPT Fall Yellow,"$1,249.00",,NEW,,In Stock!
Chapman Peter Honore Signature DPT Flint Blue,"$1,249.00",,NEW,,In Stock!
Heritage Standard H-575 Hollow Body Original Sunburst,"$3,633.00",Serial #1240646,USED,Weight: 7lbs 8oz,In Stock!
PRS SE Silver Sky Stone Blue 2022,,Serial #CTIE109005,USED,Weight: 7lbs 2oz,In Stock!
Nash JM-63 Antigua Light Relic,"$3,425.00",Serial #CHI629,NEW,Weight: 8lbs 5oz,In Stock!
Gibson ES-335 Cherry Refin 1969,"$4,995.00",Serial #880442,VINTAGE,Weight: 8lbs 2oz,In Stock!
EVH Wolfgang Standard Stryker Red,$471.00,Serial #ICE2201331,USED,Weight: 7lbs 7oz,In Stock!
Squier Classic Vibe '70s Telecaster Custom Antigua,$489.99,,NEW,,In Stock!
Squier Classic Vibe '70s Stratocaster Antigua,$469.99,,NEW,,In Stock!
Fender Artist Limited Edition Tom DeLonge Stratocaster Daphne Blue,"$1,101.00",Serial #MX23135018,DEMO,Weight: 7lbs 7oz,In Stock!
Fender Artist Tom DeLonge Starcaster Satin Surf Green,"$1,259.99",,NEW,,In Stock!
Ibanez TQMS1CTB Tom Quayle Signature Electric Guitar Celeste Blue,"$2,599.00",Serial #210003F2412949,USED,Weight: 7lbs 15oz,In Stock!
"Fender Custom Shop 1970 Jazzmaster ""Chicago Special"" Journeyman Relic Dirty Olympic White","$5,328.00",Serial #R134137,NEW,Weight: 8lbs 1oz,In Stock!
Epiphone Inspired by Gibson Custom Les Paul Custom Ebony,"$1,299.00",,NEW,,In Stock!
Epiphone Inspired by Gibson Custom 1959 ES-355 Classic White,"$1,299.00",,NEW,,In Stock!
Epiphone Inspired by Gibson Custom 1959 ES-355 Cherry Red,"$1,299.00",,NEW,,In Stock!
Epiphone Inspired by Gibson Custom 1963 Les Paul SG Custom Classic White w/Maestro Vibrola,"$1,499.00",,NEW,,In Stock!
Epiphone Inspired by Gibson Custom 1959 Les Paul Standard Tobacco Burst,"$1,299.00",,NEW,,In Stock!
Epiphone Inspired by Gibson Custom 1959 Les Paul Standard Factory Burst,"$1,299.00",,NEW,,In Stock!
Fender Custom Shop Postmodern Stratocaster Journeyman Relic with Closet Classic Hardware Burnt Copper,"$3,541.00",Serial #XN16748,USED,Weight: 7lbs 2oz,In Stock!
Epiphone SG Modern Figured Purple Burst,$749.00,,NEW,,In Stock!
Epiphone Artist Dave Grohl DG-335 Pelham Blue,"$1,150.00",Serial #23091511600,USED,Weight: 8lbs,In Stock!
Fender Artist Limited Edition Tom DeLonge Stratocaster Graffiti Yellow,"$1,105.00",Serial #MX23117196,DEMO,Weight: 7lbs 1oz,In Stock!
Gibson Les Paul Standard (Signed) Sunburst 1988 LEFTY,"$7,999.00",Serial #81898619,USED,Weight: 9lbs 8oz,In Stock!
Fender 70th Anniversary Vintera II Antigua Stratocaster Antigua,"$1,499.99",,NEW,,In Stock!
Epiphone Artist Dave Grohl DG-335 Pelham Blue,"$1,299.00",,NEW,,In Stock!
Fender Custom Shop Stratocaster 2007 LEFTY,"$2,995.00",Serial #R36810,USED,Weight: 7lbs 13oz,In Stock!
PRS CE 24 Semi-Hollow Livingston Lemondrop w/Ebony Fingerboard,"$2,799.00",Serial #0374572,DEMO,Weight: 7lbs 2oz,In Stock!
Duesenberg Fantom S Light Antique Burst,"$4,798.00",Serial #241809,NEW,Weight: 8lbs 14oz,In Stock!
Duesenberg Fantom A Matte Olive,"$4,499.00",,NEW,,In Stock!
Duesenberg Starplayer TV Duo-Tone Catalina Harbor Green,"$3,896.00",,NEW,,In Stock!
Eastman T484 Thinline Truetone Gloss Goldburst,"$1,839.00",,NEW,,In Stock!
Eastman SB56/TV Truetone Vintage Gloss Amber,"$2,119.00",,NEW,,In Stock!
Epiphone Inspired by Gibson 1963 Firebird V Frost Blue,"$1,699.00",,NEW,,In Stock!
Epiphone Inspired by Gibson 1963 Firebird V Ember Red,"$1,699.00",,NEW,,In Stock!
Eastman SB59/TV Truetone Vintage Gloss Redburst,"$2,399.00",,NEW,,In Stock!
Eastman SB59/TV Truetone Vintage Gloss Classic,"$2,399.00",,NEW,,In Stock!
Taylor T5z Pro Figured Big Leaf Maple Cayenne Red,"$4,399.00",Serial #1211083103,USED,Weight: 5lbs 8oz,In Stock!
"Gibson Custom Shop 1967 Flying V Reissue ""CME Spec"" Mahogany Tobacco Sunburst VOS w/Maestro Vibrola","$6,599.00",Serial #500057,NEW,Weight: 7lbs 15oz,In Stock!
"Fender Custom Shop 1959 Jazzmaster ""Chicago Special"" Deluxe Closet Classic Faded Mercedes Blue LEFTY","$3,812.00",Serial #R136098,USED,Weight: 7lbs 15oz,In Stock!
PRS SE CE 24 Standard Satin Vintage Cherry,$499.00,,NEW,,In Stock!
Fender Stratocaster Sunburst 1970,"$15,995.00",Serial #239569,VINTAGE,Weight: 7lbs 10oz,In Stock!
Gibson V2 Natural 1980,"$5,495.00",Serial #80510036,USED,Weight: 7lbs 14oz,In Stock!
Gibson Les Paul Goldtop 1969,"$14,995.00",Serial #558579,VINTAGE,Weight: 10lbs 2oz,In Stock!
Eastman Limited Edition T60/TV Truetone Gloss Faded Blue w/Lollar Dog Ear P-90,"$1,839.00",,NEW,,In Stock!
Kauer Banshee Standard Goldtop Brown Mahogany Back w/Wolfetone Kauerbuckers,"$4,250.00",Serial #718,USED,Weight: 7lbs 2oz,In Stock!
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" Journeyman Relic Faded/Aged Desert Sand w/Shoreline Gold Burst","$3,876.00",Serial #R132394,USED,Weight: 8lbs 1oz,In Stock!
Yamaha PACP12M Pacifica Pro Beach Blue Burst,"$2,199.99",,NEW,,In Stock!
Yamaha PACP12 Pacifica Pro Sparkle Blue,"$2,199.99",,NEW,,In Stock!
Eastman Henry James Signature Juliet Truetone Gloss Sunburst,"$1,899.00",,NEW,,In Stock!
PRS Silver Sky John Mayer Tungsten,"$2,749.00",,NEW,,In Stock!
PRS Special Run S2 McCarty 594 Quilt Top Violin Amber Sunburst w/Ebony Fingerboard,"$1,425.00",Serial #S2070341,DEMO,Weight: 7lbs 7oz,In Stock!
Sire Larry Carlton S5 Black,$469.00,,NEW,,In Stock!
Sire Larry Carlton L3 HH Tobacco Sunburst,$459.00,,NEW,,In Stock!
Sire Larry Carlton J5 3-Tone Sunburst,$599.00,,NEW,,In Stock!
Sire Larry Carlton L3 HH TV Yellow,$459.00,,NEW,,In Stock!
Sire Larry Carlton X5 Ash Top Transparent Black Satin,$599.00,,NEW,,In Stock!
Sire Larry Carlton S5 Olympic White,$469.00,,NEW,,In Stock!
Sire Larry Carlton T7TV Silver,$659.00,,NEW,,In Stock!
Sire Larry Carlton S5 3-Tone Sunburst,$469.00,,NEW,,In Stock!
